date,geoid,value
2015-01-25,27,0
2015-01-25,28,0
2015-01-25,29,0
2015-01-25,30,0
2015-01-25,31,0
2015-01-25,32,0
2015-01-25,33,0
2015-01-25,34,0
2015-01-25,35,0
2015-01-25,36,0
2015-01-25,37,0
2015-01-25,38,0
2015-01-25,39,0
2015-01-25,40,0
2015-01-25,41,0
2015-01-25,42,0
2015-01-25,44,0
2015-01-25,45,0
2015-01-25,46,0
2015-01-25,47,0
2015-01-25,48,0
2015-01-25,49,0
2015-01-25,50,0
2015-01-25,51,0
2015-01-25,53,0
2015-01-25,54,0
2015-01-25,55,0
2015-01-25,56,0
2015-01-25,72,0
2015-01-26,01,0
2015-01-26,02,0
2015-01-26,04,0
2015-01-26,05,0
2015-01-26,06,0
2015-01-26,08,0
2015-01-26,09,0
2015-01-26,10,0
2015-01-26,11,0
2015-01-26,12,0
2015-01-26,13,0
2015-01-26,15,0
2015-01-26,16,0
2015-01-26,17,0
2015-01-26,18,0
2015-01-26,19,0
2015-01-26,20,0
2015-01-26,21,0
2015-01-26,22,0
2015-01-26,23,0
2015-01-26,24,0
2015-01-26,25,0
2015-01-26,26,0
2015-01-26,27,0
2015-01-26,28,0
2015-01-26,29,0
2015-01-26,30,0
2015-01-26,31,0
2015-01-26,32,0
2015-01-26,33,0
2015-01-26,34,1
2015-01-26,35,0
2015-01-26,36,0
2015-01-26,37,0
2015-01-26,38,0
2015-01-26,39,0
2015-01-26,40,0
2015-01-26,41,0
2015-01-26,42,1
2015-01-26,44,0
2015-01-26,45,0
2015-01-26,46,0
2015-01-26,47,0
2015-01-26,48,0
2015-01-26,49,0
2015-01-26,50,0
2015-01-26,51,0
2015-01-26,53,0
2015-01-26,54,0
2015-01-26,55,0
2015-01-26,56,0
2015-01-26,72,0
2015-01-27,01,0
2015-01-27,02,0
2015-01-27,04,0
2015-01-27,05,0
2015-01-27,06,0
2015-01-27,08,0
2015-01-27,09,0
2015-01-27,10,0
2015-01-27,11,0
2015-01-27,12,1
2015-01-27,13,1
2015-01-27,15,0
2015-01-27,16,0
2015-01-27,17,0
2015-01-27,18,0
2015-01-27,19,0
2015-01-27,20,0
2015-01-27,21,0
2015-01-27,22,0
2015-01-27,23,0
2015-01-27,24,0
2015-01-27,25,0
2015-01-27,26,0
2015-01-27,27,0
2015-01-27,28,0
2015-01-27,29,0
2015-01-27,30,0
2015-01-27,31,0
2015-01-27,32,0
2015-01-27,33,0
2015-01-27,34,0
2015-01-27,35,0
2015-01-27,36,0
2015-01-27,37,0
2015-01-27,38,0
2015-01-27,39,0
2015-01-27,40,0
2015-01-27,41,0
2015-01-27,42,0
2015-01-27,44,0
2015-01-27,45,0
2015-01-27,46,0
2015-01-27,47,0
2015-01-27,48,0
2015-01-27,49,0
2015-01-27,50,0
2015-01-27,51,0
2015-01-27,53,0
2015-01-27,54,0
2015-01-27,55,1
2015-01-27,56,0
2015-01-27,72,0
2015-01-28,01,0
2015-01-28,02,0
2015-01-28,04,0
2015-01-28,05,0
2015-01-28,06,0
2015-01-28,08,0
2015-01-28,09,0
2015-01-28,10,0
2015-01-28,11,0
2015-01-28,12,0
2015-01-28,13,0
2015-01-28,15,0
2015-01-28,16,0
2015-01-28,17,0
2015-01-28,18,0
2015-01-28,19,0
2015-01-28,20,0
2015-01-28,21,0
2015-01-28,22,0
2015-01-28,23,0
2015-01-28,24,0
2015-01-28,25,0
2015-01-28,26,0
2015-01-28,27,0
2015-01-28,28,0
2015-01-28,29,0
2015-01-28,30,0
2015-01-28,31,0
2015-01-28,32,0
2015-01-28,33,0
2015-01-28,34,0
2015-01-28,35,0
2015-01-28,36,0
2015-01-28,37,0
2015-01-28,38,0
2015-01-28,39,0
2015-01-28,40,0
2015-01-28,41,0
2015-01-28,42,0
2015-01-28,44,0
2015-01-28,45,1
2015-01-28,46,0
2015-01-28,47,0
2015-01-28,48,0
2015-01-28,49,0
2015-01-28,50,0
2015-01-28,51,0
2015-01-28,53,0
2015-01-28,54,0
2015-01-28,55,0
2015-01-28,56,0
2015-01-28,72,0
2015-01-29,01,0
2015-01-29,02,0
2015-01-29,04,0
2015-01-29,05,0
2015-01-29,06,0
2015-01-29,08,0
2015-01-29,09,0
2015-01-29,10,0
2015-01-29,11,0
2015-01-29,12,0
2015-01-29,13,0
2015-01-29,15,0
2015-01-29,16,0
2015-01-29,17,0
2015-01-29,18,0
2015-01-29,19,0
2015-01-29,20,0
2015-01-29,21,0
2015-01-29,22,0
2015-01-29,23,0
2015-01-29,24,0
2015-01-29,25,0
2015-01-29,26,0
2015-01-29,27,0
2015-01-29,28,0
2015-01-29,29,0
2015-01-29,30,0
2015-01-29,31,0
2015-01-29,32,0
2015-01-29,33,0
2015-01-29,34,0
2015-01-29,35,0
2015-01-29,36,2
2015-01-29,37,0
2015-01-29,38,0
2015-01-29,39,0
2015-01-29,40,0
2015-01-29,41,0
2015-01-29,42,1
2015-01-29,44,0
2015-01-29,45,0
2015-01-29,46,0
2015-01-29,47,0
2015-01-29,48,0
2015-01-29,49,0
2015-01-29,50,0
2015-01-29,51,0
2015-01-29,53,0
2015-01-29,54,0
2015-01-29,55,0
2015-01-29,56,0
2015-01-29,72,0
2015-01-30,01,0
2015-01-30,02,0
2015-01-30,04,0
2015-01-30,05,0
2015-01-30,06,0
2015-01-30,08,0
2015-01-30,09,0
2015-01-30,10,0
2015-01-30,11,0
2015-01-30,12,0
2015-01-30,13,0
2015-01-30,15,0
2015-01-30,16,0
2015-01-30,17,0
2015-01-30,18,0
2015-01-30,19,0
2015-01-30,20,0
2015-01-30,21,0
2015-01-30,22,0
2015-01-30,23,0
2015-01-30,24,0
2015-01-30,25,0
2015-01-30,26,0
2015-01-30,27,0
2015-01-30,28,0
2015-01-30,29,0
2015-01-30,30,0
2015-01-30,31,0
2015-01-30,32,0
2015-01-30,33,0
2015-01-30,34,0
2015-01-30,35,0
2015-01-30,36,1
2015-01-30,37,0
2015-01-30,38,0
2015-01-30,39,0
2015-01-30,40,0
2015-01-30,41,0
2015-01-30,42,0
2015-01-30,44,0
2015-01-30,45,0
2015-01-30,46,0
2015-01-30,47,0
2015-01-30,48,0
2015-01-30,49,0
2015-01-30,50,0
2015-01-30,51,0
2015-01-30,53,0
2015-01-30,54,0
2015-01-30,55,0
2015-01-30,56,0
2015-01-30,72,0
2015-01-31,01,0
2015-01-31,02,0
2015-01-31,04,0
2015-01-31,05,0
2015-01-31,06,0
2015-01-31,08,0
2015-01-31,09,0
2015-01-31,10,0
2015-01-31,11,0
2015-01-31,12,0
2015-01-31,13,0
2015-01-31,15,0
2015-01-31,16,0
2015-01-31,17,0
2015-01-31,18,0
2015-01-31,19,0
2015-01-31,20,0
2015-01-31,21,0
2015-01-31,22,0
2015-01-31,23,0
2015-01-31,24,0
2015-01-31,25,0
2015-01-31,26,0
2015-01-31,27,0
2015-01-31,28,0
2015-01-31,29,0
2015-01-31,30,0
2015-01-31,31,0
2015-01-31,32,0
2015-01-31,33,0
2015-01-31,34,0
2015-01-31,35,0
2015-01-31,36,2
2015-01-31,37,0
2015-01-31,38,0
2015-01-31,39,0
2015-01-31,40,1
2015-01-31,41,0
2015-01-31,42,1
2015-01-31,44,0
2015-01-31,45,0
2015-01-31,46,0
2015-01-31,47,0
2015-01-31,48,0
2015-01-31,49,0
2015-01-31,50,0
2015-01-31,51,0
2015-01-31,53,0
2015-01-31,54,0
2015-01-31,55,0
2015-01-31,56,0
2015-01-31,72,0
2015-02-01,01,0
2015-02-01,02,0
2015-02-01,04,0
2015-02-01,05,0
2015-02-01,06,0
2015-02-01,08,0
2015-02-01,09,0
2015-02-01,10,0
2015-02-01,11,0
2015-02-01,12,0
2015-02-01,13,0
2015-02-01,15,0
2015-02-01,16,0
2015-02-01,17,1
2015-02-01,18,0
2015-02-01,19,0
2015-02-01,20,0
2015-02-01,21,0
2015-02-01,22,0
2015-02-01,23,0
2015-02-01,24,0
2015-02-01,25,0
2015-02-01,26,0
2015-02-01,27,0
2015-02-01,28,0
2015-02-01,29,0
2015-02-01,30,0
2015-02-01,31,0
2015-02-01,32,0
2015-02-01,33,0
2015-02-01,34,0
2015-02-01,35,0
2015-02-01,36,1
2015-02-01,37,0
2015-02-01,38,0
2015-02-01,39,0
2015-02-01,40,0
2015-02-01,41,0
2015-02-01,42,0
2015-02-01,44,0
2015-02-01,45,0
2015-02-01,46,0
2015-02-01,47,0
2015-02-01,48,0
2015-02-01,49,0
2015-02-01,50,0
2015-02-01,51,0
2015-02-01,53,2
2015-02-01,54,0
2015-02-01,55,0
2015-02-01,56,0
2015-02-01,72,0
2015-02-02,01,0
2015-02-02,02,0
2015-02-02,04,0
2015-02-02,05,0
2015-02-02,06,0
2015-02-02,08,0
2015-02-02,09,0
2015-02-02,10,0
2015-02-02,11,0
2015-02-02,12,0
2015-02-02,13,0
2015-02-02,15,0
2015-02-02,16,0
2015-02-02,17,0
2015-02-02,18,0
2015-02-02,19,0
2015-02-02,20,0
2015-02-02,21,0
2015-02-02,22,0
2015-02-02,23,0
2015-02-02,24,0
2015-02-02,25,0
2015-02-02,26,0
2015-02-02,27,0
2015-02-02,28,0
2015-02-02,29,0
2015-02-02,30,0
2015-02-02,31,0
2015-02-02,32,0
2015-02-02,33,0
2015-02-02,34,0
2015-02-02,35,0
2015-02-02,36,0
2015-02-02,37,0
2015-02-02,38,0
2015-02-02,39,0
2015-02-02,40,0
2015-02-02,41,0
2015-02-02,42,0
2015-02-02,44,0
2015-02-02,45,0
2015-02-02,46,0
2015-02-02,47,0
2015-02-02,48,0
2015-02-02,49,0
2015-02-02,50,0
2015-02-02,51,0
2015-02-02,53,0
2015-02-02,54,0
2015-02-02,55,0
2015-02-02,56,0
2015-02-02,72,0
2015-02-03,01,0
2015-02-03,02,0
2015-02-03,04,0
2015-02-03,05,1
2015-02-03,06,0
2015-02-03,08,0
2015-02-03,09,0
2015-02-03,10,0
2015-02-03,11,0
2015-02-03,12,1
2015-02-03,13,0
2015-02-03,15,0
2015-02-03,16,0
2015-02-03,17,0
2015-02-03,18,0
2015-02-03,19,0
2015-02-03,20,0
2015-02-03,21,0
2015-02-03,22,0
2015-02-03,23,0
2015-02-03,24,0
2015-02-03,25,0
2015-02-03,26,0
2015-02-03,27,0
2015-02-03,28,0
2015-02-03,29,0
2015-02-03,30,0
2015-02-03,31,0
2015-02-03,32,0
2015-02-03,33,0
2015-02-03,34,0
2015-02-03,35,0
2015-02-03,36,2
2015-02-03,37,0
2015-02-03,38,0
2015-02-03,39,0
2015-02-03,40,0
2015-02-03,41,0
2015-02-03,42,0
2015-02-03,44,0
2015-02-03,45,0
2015-02-03,46,0
2015-02-03,47,0
2015-02-03,48,0
2015-02-03,49,0
2015-02-03,50,0
2015-02-03,51,0
2015-02-03,53,0
2015-02-03,54,0
2015-02-03,55,0
2015-02-03,56,0
2015-02-03,72,0
2015-02-04,01,0
2015-02-04,02,0
2015-02-04,04,0
2015-02-04,05,0
2015-02-04,06,0
2015-02-04,08,0
2015-02-04,09,0
2015-02-04,10,0
2015-02-04,11,0
2015-02-04,12,0
2015-02-04,13,1
2015-02-04,15,0
2015-02-04,16,0
2015-02-04,17,0
2015-02-04,18,0
2015-02-04,19,0
2015-02-04,20,0
2015-02-04,21,0
2015-02-04,22,0
2015-02-04,23,0
2015-02-04,24,0
2015-02-04,25,0
2015-02-04,26,0
2015-02-04,27,0
2015-02-04,28,0
2015-02-04,29,0
2015-02-04,30,0
2015-02-04,31,0
2015-02-04,32,0
2015-02-04,33,0
2015-02-04,34,0
2015-02-04,35,0
2015-02-04,36,0
2015-02-04,37,0
2015-02-04,38,0
2015-02-04,39,0
2015-02-04,40,0
2015-02-04,41,0
2015-02-04,42,0
2015-02-04,44,0
2015-02-04,45,0
2015-02-04,46,0
2015-02-04,47,0
2015-02-04,48,0
2015-02-04,49,0
2015-02-04,50,0
2015-02-04,51,0
2015-02-04,53,1
2015-02-04,54,0
2015-02-04,55,0
2015-02-04,56,0
2015-02-04,72,0
2015-02-05,01,0
2015-02-05,02,0
2015-02-05,04,0
2015-02-05,05,0
2015-02-05,06,0
2015-02-05,08,0
2015-02-05,09,0
2015-02-05,10,0
2015-02-05,11,0
2015-02-05,12,0
2015-02-05,13,0
2015-02-05,15,0
2015-02-05,16,0
2015-02-05,17,0
2015-02-05,18,0
2015-02-05,19,0
2015-02-05,20,0
2015-02-05,21,0
2015-02-05,22,0
2015-02-05,23,0
2015-02-05,24,0
2015-02-05,25,0
2015-02-05,26,0
2015-02-05,27,0
2015-02-05,28,0
2015-02-05,29,0
2015-02-05,30,0
2015-02-05,31,0
2015-02-05,32,0
2015-02-05,33,0
2015-02-05,34,0
2015-02-05,35,0
2015-02-05,36,0
2015-02-05,37,0
2015-02-05,38,0
2015-02-05,39,0
2015-02-05,40,0
2015-02-05,41,0
2015-02-05,42,0
2015-02-05,44,0
2015-02-05,45,0
2015-02-05,46,0
2015-02-05,47,0
2015-02-05,48,0
2015-02-05,49,0
2015-02-05,50,0
2015-02-05,51,0
2015-02-05,53,1
2015-02-05,54,0
2015-02-05,55,0
2015-02-05,56,0
2015-02-05,72,0
2015-02-06,01,0
2015-02-06,02,0
2015-02-06,04,0
2015-02-06,05,0
2015-02-06,06,0
2015-02-06,08,0
2015-02-06,09,0
2015-02-06,10,0
2015-02-06,11,0
2015-02-06,12,0
2015-02-06,13,0
2015-02-06,15,0
2015-02-06,16,0
2015-02-06,17,0
2015-02-06,18,0
2015-02-06,19,0
2015-02-06,20,0
2015-02-06,21,0
2015-02-06,22,0
2015-02-06,23,0
2015-02-06,24,0
2015-02-06,25,0
2015-02-06,26,0
2015-02-06,27,0
2015-02-06,28,0
2015-02-06,29,0
2015-02-06,30,0
2015-02-06,31,0
2015-02-06,32,0
2015-02-06,33,0
2015-02-06,34,0
2015-02-06,35,0
2015-02-06,36,1
2015-02-06,37,0
2015-02-06,38,0
2015-02-06,39,0
2015-02-06,40,0
2015-02-06,41,0
2015-02-06,42,0
2015-02-06,44,0
2015-02-06,45,0
2015-02-06,46,0
2015-02-06,47,0
2015-02-06,48,0
2015-02-06,49,0
2015-02-06,50,0
2015-02-06,51,0
2015-02-06,53,0
2015-02-06,54,0
2015-02-06,55,0
2015-02-06,56,0
2015-02-06,72,0
2015-02-07,01,0
2015-02-07,02,0
2015-02-07,04,0
2015-02-07,05,0
2015-02-07,06,0
2015-02-07,08,0
2015-02-07,09,0
2015-02-07,10,0
2015-02-07,11,0
2015-02-07,12,0
2015-02-07,13,1
2015-02-07,15,0
2015-02-07,16,0
2015-02-07,17,0
2015-02-07,18,0
2015-02-07,19,0
2015-02-07,20,0
2015-02-07,21,0
2015-02-07,22,0
2015-02-07,23,0
2015-02-07,24,0
2015-02-07,25,0
2015-02-07,26,0
2015-02-07,27,0
2015-02-07,28,0
2015-02-07,29,0
2015-02-07,30,0
2015-02-07,31,0
2015-02-07,32,0
2015-02-07,33,0
2015-02-07,34,0
2015-02-07,35,0
2015-02-07,36,0
2015-02-07,37,0
2015-02-07,38,0
2015-02-07,39,0
2015-02-07,40,0
2015-02-07,41,0
2015-02-07,42,1
2015-02-07,44,0
2015-02-07,45,0
2015-02-07,46,0
2015-02-07,47,0
2015-02-07,48,0
2015-02-07,49,0
2015-02-07,50,0
2015-02-07,51,0
2015-02-07,53,3
2015-02-07,54,0
2015-02-07,55,0
2015-02-07,56,0
2015-02-07,72,0
2015-02-08,01,0
2015-02-08,02,0
2015-02-08,04,0
2015-02-08,05,0
2015-02-08,06,0
2015-02-08,08,0
2015-02-08,09,0
2015-02-08,10,0
2015-02-08,11,0
2015-02-08,12,2
2015-02-08,13,0
2015-02-08,15,0
2015-02-08,16,0
2015-02-08,17,0
2015-02-08,18,0
2015-02-08,19,0
2015-02-08,20,0
2015-02-08,21,0
2015-02-08,22,0
2015-02-08,23,0
2015-02-08,24,0
2015-02-08,25,0
2015-02-08,26,0
2015-02-08,27,0
2015-02-08,28,0
2015-02-08,29,0
2015-02-08,30,0
2015-02-08,31,0
2015-02-08,32,0
2015-02-08,33,0
2015-02-08,34,0
2015-02-08,35,0
2015-02-08,36,2
2015-02-08,37,0
2015-02-08,38,0
2015-02-08,39,0
2015-02-08,40,0
2015-02-08,41,0
2015-02-08,42,0
2015-02-08,44,0
2015-02-08,45,0
2015-02-08,46,0
2015-02-08,47,0
2015-02-08,48,0
2015-02-08,49,0
2015-02-08,50,0
2015-02-08,51,0
2015-02-08,53,2
2015-02-08,54,0
2015-02-08,55,1
2015-02-08,56,0
2015-02-08,72,0
2015-02-09,01,0
2015-02-09,02,0
2015-02-09,04,0
2015-02-09,05,1
2015-02-09,06,0
2015-02-09,08,1
2015-02-09,09,0
2015-02-09,10,0
2015-02-09,11,0
2015-02-09,12,0
2015-02-09,13,0
2015-02-09,15,0
2015-02-09,16,0
2015-02-09,17,0
2015-02-09,18,0
2015-02-09,19,0
2015-02-09,20,0
2015-02-09,21,0
2015-02-09,22,0
2015-02-09,23,0
2015-02-09,24,0
2015-02-09,25,0
2015-02-09,26,0
2015-02-09,27,0
2015-02-09,28,0
2015-02-09,29,0
2015-02-09,30,0
2015-02-09,31,0
2015-02-09,32,0
2015-02-09,33,0
2015-02-09,34,0
2015-02-09,35,0
2015-02-09,36,1
2015-02-09,37,0
2015-02-09,38,0
2015-02-09,39,0
2015-02-09,40,0
2015-02-09,41,0
2015-02-09,42,0
2015-02-09,44,0
2015-02-09,45,0
2015-02-09,46,0
2015-02-09,47,0
2015-02-09,48,0
2015-02-09,49,0
2015-02-09,50,0
2015-02-09,51,0
2015-02-09,53,0
2015-02-09,54,0
2015-02-09,55,0
2015-02-09,56,0
2015-02-09,72,0
2015-02-10,01,0
2015-02-10,02,0
2015-02-10,04,0
2015-02-10,05,1
2015-02-10,06,0
2015-02-10,08,0
2015-02-10,09,0
2015-02-10,10,0
2015-02-10,11,0
2015-02-10,12,0
2015-02-10,13,0
2015-02-10,15,0
2015-02-10,16,0
2015-02-10,17,0
2015-02-10,18,0
2015-02-10,19,0
2015-02-10,20,0
2015-02-10,21,0
2015-02-10,22,0
2015-02-10,23,0
2015-02-10,24,0
2015-02-10,25,0
2015-02-10,26,0
2015-02-10,27,0
2015-02-10,28,0
2015-02-10,29,0
2015-02-10,30,0
2015-02-10,31,0
2015-02-10,32,0
2015-02-10,33,0
2015-02-10,34,0
2015-02-10,35,0
2015-02-10,36,1
2015-02-10,37,0
2015-02-10,38,0
2015-02-10,39,0
2015-02-10,40,0
2015-02-10,41,0
2015-02-10,42,0
2015-02-10,44,0
2015-02-10,45,0
2015-02-10,46,0
2015-02-10,47,0
2015-02-10,48,1
2015-02-10,49,0
2015-02-10,50,0
2015-02-10,51,0
2015-02-10,53,0
2015-02-10,54,0
2015-02-10,55,0
2015-02-10,56,0
2015-02-10,72,0
2015-02-11,01,0
2015-02-11,02,0
2015-02-11,04,0
2015-02-11,05,0
2015-02-11,06,0
2015-02-11,08,0
2015-02-11,09,0
2015-02-11,10,0
2015-02-11,11,0
2015-02-11,12,1
2015-02-11,13,0
2015-02-11,15,0
2015-02-11,16,0
2015-02-11,17,0
2015-02-11,18,0
2015-02-11,19,0
2015-02-11,20,0
2015-02-11,21,0
2015-02-11,22,0
2015-02-11,23,0
2015-02-11,24,0
2015-02-11,25,0
2015-02-11,26,0
2015-02-11,27,0
2015-02-11,28,0
2015-02-11,29,0
2015-02-11,30,0
2015-02-11,31,0
2015-02-11,32,0
2015-02-11,33,0
2015-02-11,34,0
2015-02-11,35,0
2015-02-11,36,5
2015-02-11,37,0
2015-02-11,38,0
2015-02-11,39,0
2015-02-11,40,0
2015-02-11,41,0
2015-02-11,42,0
2015-02-11,44,0
2015-02-11,45,0
2015-02-11,46,0
2015-02-11,47,0
2015-02-11,48,0
2015-02-11,49,0
2015-02-11,50,0
2015-02-11,51,0
2015-02-11,53,1
2015-02-11,54,0
2015-02-11,55,0
2015-02-11,56,0
2015-02-11,72,0
2015-02-12,01,0
2015-02-12,02,0
2015-02-12,04,0
2015-02-12,05,0
2015-02-12,06,0
2015-02-12,08,0
2015-02-12,09,0
2015-02-12,10,0
2015-02-12,11,0
2015-02-12,12,0
2015-02-12,13,0
2015-02-12,15,0
2015-02-12,16,0
2015-02-12,17,0
2015-02-12,18,0
2015-02-12,19,0
2015-02-12,20,0
2015-02-12,21,0
2015-02-12,22,0
2015-02-12,23,0
2015-02-12,24,0
2015-02-12,25,0
2015-02-12,26,0
2015-02-12,27,0
2015-02-12,28,0
2015-02-12,29,0
2015-02-12,30,0
2015-02-12,31,0
2015-02-12,32,0
2015-02-12,33,0
2015-02-12,34,0
2015-02-12,35,0
2015-02-12,36,1
2015-02-12,37,0
2015-02-12,38,0
2015-02-12,39,0
2015-02-12,40,0
2015-02-12,41,0
2015-02-12,42,0
2015-02-12,44,0
2015-02-12,45,0
2015-02-12,46,0
2015-02-12,47,0
2015-02-12,48,0
2015-02-12,49,0
2015-02-12,50,0
2015-02-12,51,0
2015-02-12,53,0
2015-02-12,54,0
2015-02-12,55,0
2015-02-12,56,0
2015-02-12,72,0
2015-02-13,01,0
2015-02-13,02,0
2015-02-13,04,0
2015-02-13,05,0
2015-02-13,06,0
2015-02-13,08,0
2015-02-13,09,0
2015-02-13,10,0
2015-02-13,11,0
2015-02-13,12,1
2015-02-13,13,0
2015-02-13,15,0
2015-02-13,16,0
2015-02-13,17,0
2015-02-13,18,0
2015-02-13,19,0
2015-02-13,20,0
2015-02-13,21,0
2015-02-13,22,0
2015-02-13,23,0
2015-02-13,24,0
2015-02-13,25,0
2015-02-13,26,0
2015-02-13,27,0
2015-02-13,28,0
2015-02-13,29,0
2015-02-13,30,0
2015-02-13,31,0
2015-02-13,32,0
2015-02-13,33,0
2015-02-13,34,0
2015-02-13,35,0
2015-02-13,36,1
2015-02-13,37,0
2015-02-13,38,0
2015-02-13,39,0
2015-02-13,40,0
2015-02-13,41,0
2015-02-13,42,1
2015-02-13,44,0
2015-02-13,45,0
2015-02-13,46,0
2015-02-13,47,0
2015-02-13,48,0
2015-02-13,49,0
2015-02-13,50,0
2015-02-13,51,0
2015-02-13,53,0
2015-02-13,54,0
2015-02-13,55,0
2015-02-13,56,0
2015-02-13,72,0
2015-02-14,01,0
2015-02-14,02,0
2015-02-14,04,0
2015-02-14,05,0
2015-02-14,06,0
2015-02-14,08,0
2015-02-14,09,0
2015-02-14,10,0
2015-02-14,11,0
2015-02-14,12,0
2015-02-14,13,1
2015-02-14,15,0
2015-02-14,16,0
2015-02-14,17,0
2015-02-14,18,0
2015-02-14,19,0
2015-02-14,20,0
2015-02-14,21,0
2015-02-14,22,0
2015-02-14,23,0
2015-02-14,24,0
2015-02-14,25,0
2015-02-14,26,0
2015-02-14,27,0
2015-02-14,28,0
2015-02-14,29,0
2015-02-14,30,0
2015-02-14,31,0
2015-02-14,32,0
2015-02-14,33,0
2015-02-14,34,0
2015-02-14,35,0
2015-02-14,36,1
2015-02-14,37,0
2015-02-14,38,0
2015-02-14,39,0
2015-02-14,40,0
2015-02-14,41,0
2015-02-14,42,0
2015-02-14,44,0
2015-02-14,45,0
2015-02-14,46,0
2015-02-14,47,0
2015-02-14,48,0
2015-02-14,49,0
2015-02-14,50,0
2015-02-14,51,0
2015-02-14,53,0
2015-02-14,54,0
2015-02-14,55,0
2015-02-14,56,0
2015-02-14,72,0
2015-02-15,01,0
2015-02-15,02,0
2015-02-15,04,0
2015-02-15,05,0
2015-02-15,06,0
2015-02-15,08,0
2015-02-15,09,0
2015-02-15,10,0
2015-02-15,11,0
2015-02-15,12,0
2015-02-15,13,0
2015-02-15,15,0
2015-02-15,16,0
2015-02-15,17,0
2015-02-15,18,0
2015-02-15,19,0
2015-02-15,20,0
2015-02-15,21,0
2015-02-15,22,0
2015-02-15,23,0
2015-02-15,24,0
2015-02-15,25,0
2015-02-15,26,0
2015-02-15,27,0
2015-02-15,28,0
2015-02-15,29,0
2015-02-15,30,0
2015-02-15,31,0
2015-02-15,32,0
2015-02-15,33,0
2015-02-15,34,0
2015-02-15,35,0
2015-02-15,36,3
2015-02-15,37,0
2015-02-15,38,0
2015-02-15,39,0
2015-02-15,40,0
2015-02-15,41,0
2015-02-15,42,1
2015-02-15,44,0
2015-02-15,45,0
2015-02-15,46,0
2015-02-15,47,0
2015-02-15,48,1
2015-02-15,49,0
2015-02-15,50,0
2015-02-15,51,0
2015-02-15,53,1
2015-02-15,54,0
2015-02-15,55,0
2015-02-15,56,0
2015-02-15,72,0
2015-02-16,01,0
2015-02-16,02,0
2015-02-16,04,0
2015-02-16,05,0
2015-02-16,06,0
2015-02-16,08,0
2015-02-16,09,0
2015-02-16,10,0
2015-02-16,11,0
2015-02-16,12,1
2015-02-16,13,0
2015-02-16,15,0
2015-02-16,16,0
2015-02-16,17,2
2015-02-16,18,0
2015-02-16,19,0
2015-02-16,20,0
2015-02-16,21,0
2015-02-16,22,0
2015-02-16,23,0
2015-02-16,24,0
2015-02-16,25,0
2015-02-16,26,0
2015-02-16,27,0
2015-02-16,28,0
2015-02-16,29,0
2015-02-16,30,0
2015-02-16,31,0
2015-02-16,32,0
2015-02-16,33,0
2015-02-16,34,0
2015-02-16,35,0
2015-02-16,36,3
2015-02-16,37,0
2015-02-16,38,0
2015-02-16,39,0
2015-02-16,40,2
2015-02-16,41,0
2015-02-16,42,0
2015-02-16,44,0
2015-02-16,45,1
2015-02-16,46,0
2015-02-16,47,0
2015-02-16,48,0
2015-02-16,49,0
2015-02-16,50,0
2015-02-16,51,0
2015-02-16,53,0
2015-02-16,54,0
2015-02-16,55,1
2015-02-16,56,0
2015-02-16,72,0
2015-02-17,01,0
2015-02-17,02,0
2015-02-17,04,0
2015-02-17,05,0
2015-02-17,06,0
2015-02-17,08,0
2015-02-17,09,0
2015-02-17,10,0
2015-02-17,11,0
2015-02-17,12,0
2015-02-17,13,0
2015-02-17,15,0
2015-02-17,16,0
2015-02-17,17,2
2015-02-17,18,0
2015-02-17,19,0
2015-02-17,20,0
2015-02-17,21,0
2015-02-17,22,0
2015-02-17,23,0
2015-02-17,24,0
2015-02-17,25,0
2015-02-17,26,0
2015-02-17,27,0
2015-02-17,28,0
2015-02-17,29,0
2015-02-17,30,0
2015-02-17,31,0
2015-02-17,32,0
2015-02-17,33,0
2015-02-17,34,0
2015-02-17,35,0
2015-02-17,36,4
2015-02-17,37,0
2015-02-17,38,0
2015-02-17,39,0
2015-02-17,40,0
2015-02-17,41,0
2015-02-17,42,0
2015-02-17,44,0
2015-02-17,45,0
2015-02-17,46,0
2015-02-17,47,0
2015-02-17,48,0
2015-02-17,49,0
2015-02-17,50,0
2015-02-17,51,0
2015-02-17,53,1
2015-02-17,54,0
2015-02-17,55,0
2015-02-17,56,0
2015-02-17,72,0
2015-02-18,01,0
2015-02-18,02,0
2015-02-18,04,0
2015-02-18,05,1
2015-02-18,06,0
2015-02-18,08,1
2015-02-18,09,0
2015-02-18,10,0
2015-02-18,11,0
2015-02-18,12,0
2015-02-18,13,0
2015-02-18,15,0
2015-02-18,16,0
2015-02-18,17,0
2015-02-18,18,0
2015-02-18,19,0
2015-02-18,20,0
2015-02-18,21,0
2015-02-18,22,0
2015-02-18,23,0
2015-02-18,24,0
2015-02-18,25,0
2015-02-18,26,0
2015-02-18,27,0
2015-02-18,28,0
2015-02-18,29,0
2015-02-18,30,0
2015-02-18,31,0
2015-02-18,32,0
2015-02-18,33,0
2015-02-18,34,0
2015-02-18,35,0
2015-02-18,36,2
2015-02-18,37,0
2015-02-18,38,0
2015-02-18,39,0
2015-02-18,40,0
2015-02-18,41,0
2015-02-18,42,0
2015-02-18,44,0
2015-02-18,45,0
2015-02-18,46,0
2015-02-18,47,0
2015-02-18,48,0
2015-02-18,49,0
2015-02-18,50,0
2015-02-18,51,0
